read_ts,inverter,battvolt,battcurr,battsoc,battchgpower,linechgcurr,pvchgcurr,pv1volt,pv1curr,pv1power,pv2volt,pv2curr,pv2power,pv3volt,pv3curr,pv3power,outvolta,outcurra,outfreq,invcurra,outw_a,outva_a,loadpercenta,normalloadw_a,outvoltb,outcurrb,invcurrb,outw_b,outva_b,loadpercentb,normalloadw_b,outvoltc,outcurrc,invcurrc,outw_c,outva_c,loadpercentc,normalloadw_c,outsumw,outsumva,sumloadpercent,generatedpowerp_a,generatedpowerp_b,generatedpowerp_c,generatedpowers_a,generatedpowers_b,generatedpowers_c,generatedpowerq_a,generatedpowerq_b,generatedpowerq_c,linevolta,linecurra,linefreq,linevoltb,linecurrb,linevoltc,linecurrc,linepowerva_a,linepowerva_b,linepowerva_c,linepowerw_a,linepowerw_b,linepowerw_c,busvoltp,busvoltn,temper1,temper2,temper3,temper4,sir,fanduty,gridpowerw_a,gridpowerw_b,gridpowerw_c,gridcurr_a,gridcurr_b,gridcurr_c
1775034682,1,54.0,2.0,98,0,0.0,0.0,408.6,0.3,122,,,,,,,230.0,1.6,50.0,2.2,295,390,5,0,,,,,,,,,,,,,,,287,368,5,0,,,0,,,0,,,233.3,0.0,50.01,,,,,0,,,0,,,431.1,0.0,35.2,42.3,45.0,120.0,0,0,89,,,0.5,,
1775034695,1,54.0,2.2,98,0,0.0,0.0,409.4,0.3,122,,,,,,,230.0,1.6,50.02,2.2,284,368,5,0,,,,,,,,,,,,,,,302,391,6,0,,,0,,,0,,,233.1,0.0,50.02,,,,,0,,,0,,,430.7,0.0,35.2,42.3,45.0,120.0,0,0,89,,,0.5,,
1775034707,1,54.0,3.3,98,0,0.0,0.0,419.1,0.3,125,,,,,,,229.8,1.6,50.01,2.2,300,368,5,0,,,,,,,,,,,,,,,297,368,5,0,,,0,,,0,,,232.9,0.0,50.0,,,,,0,,,0,,,430.4,0.0,35.2,42.3,45.0,120.0,0,0,88,,,0.5,,
1775034720,1,54.0,3.1,98,0,0.0,0.0,420.8,0.3,126,,,,,,,230.0,1.6,49.99,2.2,311,368,6,0,,,,,,,,,,,,,,,301,391,5,0,,,0,,,0,,,233.3,0.0,49.98,,,,,0,,,0,,,430.6,0.0,35.2,42.3,45.0,120.0,0,0,88,,,0.5,,
1775034732,1,54.0,3.3,98,0,0.0,0.0,420.0,0.3,126,,,,,,,230.0,1.6,49.98,2.2,284,368,5,0,,,,,,,,,,,,,,,286,368,5,0,,,0,,,0,,,233.4,0.0,49.98,,,,,0,,,0,,,430.5,0.0,35.2,42.3,45.0,120.0,0,0,88,,,0.5,,
1775034745,1,54.0,3.4,98,0,0.0,0.0,422.6,0.3,126,,,,,,,230.0,1.6,49.99,2.3,297,367,6,0,,,,,,,,,,,,,,,292,368,5,0,,,0,,,0,,,233.0,0.0,49.99,,,,,0,,,0,,,430.3,0.0,35.2,42.3,45.0,120.0,0,0,89,,,0.5,,
1775034757,1,54.0,3.4,98,0,0.0,0.0,422.7,0.3,126,,,,,,,230.0,1.6,49.99,2.2,299,368,5,0,,,,,,,,,,,,,,,300,367,5,0,,,0,,,0,,,233.2,0.0,49.99,,,,,0,,,0,,,430.2,0.0,35.2,42.3,45.0,120.0,0,0,88,,,0.5,,
1775034770,1,54.0,2.9,98,0,0.0,0.0,422.1,0.3,126,,,,,,,229.9,1.6,49.98,2.2,296,368,5,0,,,,,,,,,,,,,,,294,368,5,0,,,0,,,0,,,233.3,0.0,49.98,,,,,0,,,0,,,430.2,0.0,35.2,42.3,45.0,120.0,0,0,89,,,0.5,,
1775034783,1,53.9,3.3,98,0,0.0,0.0,423.0,0.3,126,,,,,,,229.9,1.6,49.98,2.2,287,368,5,0,,,,,,,,,,,,,,,300,368,5,0,,,0,,,0,,,233.2,0.0,49.98,,,,,0,,,0,,,430.1,0.0,35.2,42.3,45.0,120.0,0,0,89,,,0.5,,
1775034795,1,53.9,3.1,98,0,0.0,0.0,421.0,0.3,125,,,,,,,229.9,1.6,49.97,2.3,315,391,5,0,,,,,,,,,,,,,,,295,391,5,0,,,0,,,0,,,233.4,0.0,49.96,,,,,0,,,0,,,430.2,0.0,35.2,42.3,45.0,120.0,0,0,89,,,0.5,,
1775034808,1,53.9,2.9,98,0,0.0,0.0,418.3,0.3,125,,,,,,,230.0,1.6,49.96,2.3,302,391,6,0,,,,,,,,,,,,,,,295,391,5,0,,,0,,,0,,,233.5,0.0,49.96,,,,,0,,,0,,,430.3,0.0,35.2,42.3,45.0,120.0,0,0,89,,,0.5,,
1775034821,1,53.9,3.1,98,0,0.0,0.0,420.7,0.3,126,,,,,,,229.9,1.6,49.97,2.2,284,368,5,0,,,,,,,,,,,,,,,286,368,5,0,,,0,,,0,,,233.5,0.0,49.98,,,,,0,,,0,,,430.4,0.0,35.2,42.3,45.0,120.0,0,0,89,,,0.5,,
1775034834,1,53.9,2.9,98,0,0.0,0.0,421.1,0.3,125,,,,,,,230.0,1.6,50.03,2.2,296,368,6,0,,,,,,,,,,,,,,,292,367,5,0,,,0,,,0,,,233.0,0.0,50.03,,,,,0,,,0,,,430.4,0.0,35.2,42.3,45.0,120.0,0,0,89,,,0.5,,
1775034848,1,53.9,2.9,98,0,0.0,0.0,420.4,0.3,126,,,,,,,229.8,1.6,50.02,2.2,298,390,5,0,,,,,,,,,,,,,,,311,391,6,0,,,0,,,0,,,233.2,0.0,50.02,,,,,0,,,0,,,430.0,0.0,35.2,42.3,45.0,120.0,0,0,89,,,0.5,,
1775034862,1,53.9,3.0,98,0,0.0,0.0,417.9,0.3,125,,,,,,,230.0,1.6,50.01,2.2,301,391,6,0,,,,,,,,,,,,,,,288,368,5,0,,,0,,,0,,,233.1,0.0,50.0,,,,,0,,,0,,,429.8,0.0,35.2,42.3,45.0,120.0,0,0,88,,,0.5,,
1775034874,1,53.9,3.0,98,0,0.0,0.0,421.8,0.3,126,,,,,,,230.0,1.6,50.0,2.3,298,368,5,0,,,,,,,,,,,,,,,304,368,5,0,,,0,,,0,,,233.2,0.0,49.99,,,,,0,,,0,,,430.1,0.0,35.2,42.3,45.0,120.0,0,0,89,,,0.5,,
1775034888,1,53.9,3.5,98,0,0.0,0.0,421.4,0.3,126,,,,,,,230.0,1.5,49.98,2.2,293,368,5,0,,,,,,,,,,,,,,,293,368,6,0,,,0,,,0,,,233.2,0.0,49.97,,,,,0,,,0,,,429.6,0.0,35.2,42.3,45.0,120.0,0,0,88,,,0.5,,
1775034901,1,53.9,3.5,98,0,0.0,0.0,419.4,0.3,125,,,,,,,230.0,1.6,49.95,2.2,302,368,5,0,,,,,,,,,,,,,,,293,391,5,0,,,0,,,0,,,233.1,0.0,49.95,,,,,0,,,0,,,429.7,0.0,35.2,42.3,45.0,120.0,0,0,88,,,0.5,,
1775034914,1,53.9,3.4,98,0,0.0,0.0,419.8,0.3,126,,,,,,,229.9,1.6,49.96,2.2,296,368,5,0,,,,,,,,,,,,,,,305,391,5,0,,,0,,,0,,,233.2,0.0,49.96,,,,,0,,,0,,,429.8,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775034928,1,53.9,3.6,98,0,0.0,0.0,418.1,0.3,124,,,,,,,230.0,1.6,49.98,2.2,315,368,6,0,,,,,,,,,,,,,,,297,368,5,0,,,0,,,0,,,233.9,0.0,49.99,,,,,0,,,0,,,429.8,0.0,38.5,45.5,47.8,120.0,0,0,89,,,0.5,,
1775034940,1,53.9,3.5,98,0,0.0,0.0,421.9,0.3,126,,,,,,,230.0,1.6,50.01,2.3,304,368,6,0,,,,,,,,,,,,,,,285,368,5,0,,,0,,,0,,,233.5,0.0,50.02,,,,,0,,,0,,,429.6,0.0,38.5,45.5,47.8,120.0,0,0,89,,,0.5,,
1775034953,1,53.9,3.8,98,0,0.0,0.0,420.5,0.3,125,,,,,,,229.9,1.6,50.02,2.2,291,368,5,0,,,,,,,,,,,,,,,291,368,5,0,,,0,,,0,,,233.7,0.0,50.01,,,,,0,,,0,,,429.4,0.0,38.5,45.5,47.8,120.0,0,0,89,,,0.5,,
1775034966,1,53.9,3.7,98,0,0.0,0.0,422.1,0.3,126,,,,,,,230.0,1.6,49.96,2.2,325,391,5,0,,,,,,,,,,,,,,,285,368,5,0,,,0,,,0,,,233.2,0.0,49.94,,,,,0,,,0,,,429.3,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775034978,1,53.9,4.1,98,0,0.0,0.0,420.3,0.3,125,,,,,,,229.8,1.5,49.95,2.2,281,368,5,0,,,,,,,,,,,,,,,290,391,6,0,,,0,,,0,,,233.9,0.0,49.95,,,,,0,,,0,,,429.3,0.0,38.5,45.5,47.8,120.0,0,0,89,,,0.5,,
1775034991,1,53.9,3.7,98,0,0.0,0.0,418.4,0.3,124,,,,,,,230.0,1.6,49.95,2.3,306,368,6,0,,,,,,,,,,,,,,,304,368,5,0,,,0,,,0,,,233.7,0.0,49.95,,,,,0,,,0,,,429.5,0.0,38.5,45.5,47.8,120.0,0,0,90,,,0.5,,
1775035003,1,53.9,3.9,98,0,0.0,0.0,421.5,0.3,126,,,,,,,229.9,1.6,49.95,2.2,292,368,5,0,,,,,,,,,,,,,,,321,367,6,0,,,0,,,0,,,233.7,0.0,49.96,,,,,0,,,0,,,429.2,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775035016,1,53.9,3.7,98,0,0.0,0.0,422.7,0.3,126,,,,,,,230.0,1.6,49.96,2.2,304,391,6,0,,,,,,,,,,,,,,,298,390,5,0,,,0,,,0,,,233.6,0.0,49.97,,,,,0,,,0,,,429.3,0.0,38.5,45.5,47.8,120.0,0,0,89,,,0.5,,
1775035029,1,53.8,4.0,98,0,0.0,0.0,420.3,0.3,125,,,,,,,230.0,1.6,50.0,2.2,287,368,6,0,,,,,,,,,,,,,,,290,391,5,0,,,0,,,0,,,233.5,0.0,50.01,,,,,0,,,0,,,429.1,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775035041,1,53.8,3.9,98,0,0.0,0.0,420.4,0.3,126,,,,,,,230.0,1.6,50.03,2.3,298,367,5,0,,,,,,,,,,,,,,,292,367,6,0,,,0,,,0,,,233.7,0.0,50.03,,,,,0,,,0,,,429.3,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775035054,1,53.8,4.3,98,0,0.0,0.0,421.5,0.3,125,,,,,,,230.1,1.6,50.01,2.2,289,368,5,0,,,,,,,,,,,,,,,294,368,5,0,,,0,,,0,,,233.8,0.0,50.01,,,,,0,,,0,,,428.9,0.0,38.5,45.5,47.8,120.0,0,0,89,,,0.5,,
1775035066,1,53.8,4.2,98,0,0.0,0.0,416.6,0.3,125,,,,,,,229.9,1.6,49.96,2.2,283,368,5,0,,,,,,,,,,,,,,,317,368,5,0,,,0,,,0,,,233.7,0.0,49.94,,,,,0,,,0,,,429.0,0.0,38.5,45.5,47.8,120.0,0,0,89,,,0.5,,
1775035080,1,53.8,4.2,98,0,0.0,0.0,421.9,0.2,84,,,,,,,230.0,1.6,49.94,2.2,299,368,6,0,,,,,,,,,,,,,,,304,390,5,0,,,0,,,0,,,233.6,0.0,49.95,,,,,0,,,0,,,428.8,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775035093,1,53.8,4.4,98,0,0.0,0.0,417.7,0.2,83,,,,,,,230.0,1.6,49.95,2.2,292,390,5,0,,,,,,,,,,,,,,,292,368,6,0,,,0,,,0,,,233.9,0.0,49.96,,,,,0,,,0,,,428.8,0.0,38.5,45.5,47.8,120.0,0,0,89,,,0.5,,
1775035105,1,53.8,4.2,98,0,0.0,0.0,420.0,0.2,84,,,,,,,229.9,1.6,49.98,2.3,305,391,6,0,,,,,,,,,,,,,,,302,368,5,0,,,0,,,0,,,233.4,0.0,49.99,,,,,0,,,0,,,429.0,0.0,38.5,45.5,47.8,120.0,0,0,89,,,0.5,,
1775035118,1,53.8,4.7,98,0,0.0,0.0,423.1,0.2,84,,,,,,,229.9,1.6,50.0,2.2,287,367,5,0,,,,,,,,,,,,,,,289,368,5,0,,,0,,,0,,,233.6,0.0,50.0,,,,,0,,,0,,,428.6,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775035131,1,53.8,4.5,98,0,0.0,0.0,420.1,0.2,83,,,,,,,230.0,1.6,50.0,2.2,316,368,5,0,,,,,,,,,,,,,,,287,368,5,0,,,0,,,0,,,233.5,0.0,50.0,,,,,0,,,0,,,428.5,0.0,38.5,45.5,47.8,120.0,0,0,89,,,0.5,,
1775035143,1,53.8,4.7,98,0,0.0,0.0,417.3,0.2,83,,,,,,,230.0,1.5,50.0,2.2,301,390,5,0,,,,,,,,,,,,,,,307,367,5,0,,,0,,,0,,,233.6,0.0,50.0,,,,,0,,,0,,,428.5,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775035156,1,53.8,4.6,98,0,0.0,0.0,417.1,0.2,83,,,,,,,229.9,1.6,49.99,2.2,290,368,5,0,,,,,,,,,,,,,,,289,368,5,0,,,0,,,0,,,233.5,0.0,49.99,,,,,0,,,0,,,428.4,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775035170,1,53.8,4.4,98,0,0.0,0.0,416.7,0.2,83,,,,,,,230.0,1.6,49.98,2.2,318,368,5,0,,,,,,,,,,,,,,,312,368,5,0,,,0,,,0,,,234.1,0.0,49.97,,,,,0,,,0,,,428.6,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775035184,1,53.8,4.4,98,0,0.0,0.0,422.0,0.2,83,,,,,,,230.0,1.6,49.98,2.2,300,368,5,0,,,,,,,,,,,,,,,306,368,5,0,,,0,,,0,,,234.2,0.0,49.99,,,,,0,,,0,,,428.5,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775035196,1,53.8,4.7,98,0,0.0,0.0,416.4,0.2,83,,,,,,,229.9,1.6,50.01,2.2,290,368,5,0,,,,,,,,,,,,,,,281,368,5,0,,,0,,,0,,,234.2,0.0,50.02,,,,,0,,,0,,,428.4,0.0,38.5,45.5,47.8,120.0,0,0,90,,,0.5,,
1775035209,1,53.8,4.5,98,0,0.0,0.0,415.2,0.2,83,,,,,,,230.0,1.6,50.01,2.2,301,368,6,0,,,,,,,,,,,,,,,308,391,5,0,,,0,,,0,,,234.1,0.0,50.01,,,,,0,,,0,,,428.6,0.0,38.5,45.5,47.8,120.0,0,0,88,,,0.5,,
1775035222,1,53.8,4.7,98,0,0.0,0.0,417.1,0.2,83,,,,,,,230.0,1.5,49.99,2.3,285,368,5,0,,,,,,,,,,,,,,,299,391,6,0,,,0,,,0,,,234.2,0.0,49.98,,,,,0,,,0,,,428.1,0.0,38.5,45.5,47.8,120.0,0,0,89,,,0.5,,
1775035235,1,53.8,4.3,98,0,0.0,0.0,416.2,0.2,83,,,,,,,230.0,1.6,49.96,2.2,305,391,5,0,,,,,,,,,,,,,,,305,368,5,0,,,0,,,0,,,234.1,0.0,49.96,,,,,0,,,0,,,428.5,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035248,1,53.8,4.7,98,0,0.0,0.0,419.1,0.2,83,,,,,,,230.0,1.6,49.95,2.2,290,368,5,0,,,,,,,,,,,,,,,311,391,5,0,,,0,,,0,,,234.3,0.0,49.95,,,,,0,,,0,,,428.1,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035260,1,53.8,4.4,98,0,0.0,0.0,416.9,0.2,82,,,,,,,230.0,1.7,49.95,2.3,302,390,6,0,,,,,,,,,,,,,,,294,368,5,0,,,0,,,0,,,234.2,0.0,49.96,,,,,0,,,0,,,428.2,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035273,1,53.7,4.7,98,0,0.0,0.0,417.2,0.2,83,,,,,,,229.9,1.6,49.99,2.2,280,368,5,0,,,,,,,,,,,,,,,291,368,6,0,,,0,,,0,,,234.7,0.0,50.02,,,,,0,,,0,,,428.1,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035286,1,53.7,4.7,98,0,0.0,0.0,418.8,0.2,83,,,,,,,230.1,1.6,50.03,2.2,289,368,5,0,,,,,,,,,,,,,,,283,368,5,0,,,0,,,0,,,234.1,0.0,50.02,,,,,0,,,0,,,428.0,0.0,33.6,42.4,45.2,120.0,0,0,88,,,0.5,,
1775035298,1,53.7,4.8,98,0,0.0,0.0,417.6,0.2,83,,,,,,,229.9,1.6,50.02,2.2,297,368,6,0,,,,,,,,,,,,,,,294,368,5,0,,,0,,,0,,,234.1,0.0,50.02,,,,,0,,,0,,,428.0,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035310,1,53.7,4.7,98,0,0.0,0.0,416.3,0.2,83,,,,,,,229.9,1.6,50.0,2.2,282,368,5,0,,,,,,,,,,,,,,,298,391,5,0,,,0,,,0,,,234.3,0.0,49.99,,,,,0,,,0,,,427.9,0.0,33.6,42.4,45.2,120.0,0,0,88,,,0.5,,
1775035323,1,53.7,4.6,98,0,0.0,0.0,416.9,0.2,83,,,,,,,229.9,1.6,49.97,2.2,309,391,6,0,,,,,,,,,,,,,,,305,368,6,0,,,0,,,0,,,234.4,0.0,49.97,,,,,0,,,0,,,427.9,0.0,33.6,42.4,45.2,120.0,0,0,88,,,0.5,,
1775035335,1,53.7,4.8,98,0,0.0,0.0,417.4,0.2,83,,,,,,,230.0,1.6,49.96,2.2,289,368,5,0,,,,,,,,,,,,,,,294,367,5,0,,,0,,,0,,,234.1,0.0,49.96,,,,,0,,,0,,,427.9,0.0,33.6,42.4,45.2,120.0,0,0,88,,,0.5,,
1775035348,1,53.7,4.6,98,0,0.0,0.0,417.8,0.2,83,,,,,,,230.0,1.6,49.96,2.3,308,392,6,0,,,,,,,,,,,,,,,306,391,6,0,,,0,,,0,,,234.1,0.0,49.96,,,,,0,,,0,,,427.7,0.0,33.6,42.4,45.2,120.0,0,0,88,,,0.5,,
1775035361,1,53.7,4.8,98,0,0.0,0.0,414.2,0.2,82,,,,,,,229.9,1.6,49.96,2.2,282,368,5,0,,,,,,,,,,,,,,,279,391,5,0,,,0,,,0,,,233.9,0.0,49.97,,,,,0,,,0,,,427.7,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035374,1,53.7,4.8,98,0,0.0,0.0,413.3,0.2,83,,,,,,,229.9,1.6,49.97,2.3,290,368,5,0,,,,,,,,,,,,,,,297,368,5,0,,,0,,,0,,,234.3,0.0,49.97,,,,,0,,,0,,,427.7,0.0,33.6,42.4,45.2,120.0,0,0,88,,,0.5,,
1775035386,1,53.7,4.9,98,0,0.0,0.0,413.3,0.2,82,,,,,,,229.9,1.6,49.99,2.2,299,391,5,0,,,,,,,,,,,,,,,297,368,5,0,,,0,,,0,,,233.8,0.0,50.0,,,,,0,,,0,,,427.5,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035399,1,53.7,4.6,98,0,0.0,0.0,416.4,0.2,82,,,,,,,229.9,1.6,50.02,2.3,294,390,6,0,,,,,,,,,,,,,,,287,368,5,0,,,0,,,0,,,233.7,0.0,50.02,,,,,0,,,0,,,427.4,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035412,1,53.7,4.7,98,0,0.0,0.0,416.9,0.2,83,,,,,,,230.0,1.6,50.02,2.2,304,390,5,0,,,,,,,,,,,,,,,303,368,6,0,,,0,,,0,,,233.7,0.0,50.02,,,,,0,,,0,,,427.5,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035425,1,53.7,4.5,98,0,0.0,0.0,416.9,0.2,83,,,,,,,230.1,1.7,50.01,2.3,295,368,5,0,,,,,,,,,,,,,,,297,390,5,0,,,0,,,0,,,233.5,0.0,50.0,,,,,0,,,0,,,427.5,0.0,33.6,42.4,45.2,120.0,0,0,88,,,0.5,,
1775035437,1,53.7,4.5,98,0,0.0,0.0,413.4,0.2,83,,,,,,,230.0,1.6,49.98,2.2,307,391,5,0,,,,,,,,,,,,,,,299,367,5,0,,,0,,,0,,,233.5,0.0,49.97,,,,,0,,,0,,,427.6,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035450,1,53.7,4.6,98,0,0.0,0.0,418.8,0.2,83,,,,,,,229.9,1.5,49.95,2.2,278,368,5,0,,,,,,,,,,,,,,,297,368,5,0,,,0,,,0,,,233.6,0.0,49.95,,,,,0,,,0,,,427.3,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035463,1,53.7,4.6,98,0,0.0,0.0,416.4,0.2,82,,,,,,,229.9,1.6,49.95,2.2,295,368,5,0,,,,,,,,,,,,,,,296,368,5,0,,,0,,,0,,,233.5,0.0,49.96,,,,,0,,,0,,,427.6,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035476,1,53.7,4.4,98,0,0.0,0.0,419.7,0.2,83,,,,,,,230.0,1.6,49.98,2.2,289,367,5,0,,,,,,,,,,,,,,,301,368,5,0,,,0,,,0,,,233.7,0.0,49.99,,,,,0,,,0,,,427.2,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035490,1,53.6,4.2,98,0,0.0,0.0,413.3,0.2,82,,,,,,,230.0,1.6,50.01,2.3,303,368,5,0,,,,,,,,,,,,,,,305,390,6,0,,,0,,,0,,,233.8,0.0,50.02,,,,,0,,,0,,,427.4,0.0,33.6,42.4,45.2,120.0,0,0,88,,,0.5,,
1775035503,1,53.6,4.4,98,0,0.0,0.0,417.5,0.2,83,,,,,,,230.0,1.6,50.02,2.2,300,391,6,0,,,,,,,,,,,,,,,296,391,5,0,,,0,,,0,,,233.9,0.0,50.02,,,,,0,,,0,,,427.3,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035515,1,53.6,4.5,98,0,0.0,0.0,419.3,0.2,83,,,,,,,230.0,1.6,49.99,2.3,302,368,5,0,,,,,,,,,,,,,,,287,368,5,0,,,0,,,0,,,233.5,0.0,49.98,,,,,0,,,0,,,427.2,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035529,1,53.6,4.3,98,0,0.0,0.0,414.9,0.2,82,,,,,,,230.0,1.6,49.95,2.3,291,367,5,0,,,,,,,,,,,,,,,312,368,5,0,,,0,,,0,,,233.8,0.0,49.94,,,,,0,,,0,,,427.3,0.0,33.6,42.4,45.2,120.0,0,0,88,,,0.5,,
1775035541,1,53.6,4.5,98,0,0.0,0.0,418.8,0.2,83,,,,,,,230.0,1.5,49.95,2.2,298,368,5,0,,,,,,,,,,,,,,,288,367,5,0,,,0,,,0,,,234.2,0.0,49.96,,,,,0,,,0,,,427.1,0.0,33.6,42.4,45.2,120.0,0,0,89,,,0.5,,
1775035554,1,53.6,4.3,98,0,0.0,0.0,413.3,0.2,83,,,,,,,230.0,1.6,49.99,2.3,307,368,5,0,,,,,,,,,,,,,,,289,368,5,0,,,0,,,0,,,234.1,0.0,50.0,,,,,0,,,0,,,427.5,0.0,36.4,45.3,47.6,120.0,0,0,89,,,0.5,,
1775035566,1,53.6,4.3,98,0,0.0,0.0,420.0,0.2,83,,,,,,,230.0,1.6,50.02,2.2,296,368,6,0,,,,,,,,,,,,,,,311,368,5,0,,,0,,,0,,,234.1,0.0,50.02,,,,,0,,,0,,,427.1,0.0,36.4,45.3,47.6,120.0,0,0,88,,,0.5,,
1775035580,1,53.6,4.4,98,0,0.0,0.0,413.3,0.2,83,,,,,,,229.9,1.6,50.02,2.2,291,367,5,0,,,,,,,,,,,,,,,290,391,5,0,,,0,,,0,,,234.4,0.0,50.02,,,,,0,,,0,,,427.4,0.0,36.4,45.3,47.6,120.0,0,0,89,,,0.5,,
1775035593,1,53.6,4.3,98,0,0.0,0.0,419.1,0.2,83,,,,,,,229.9,1.6,50.01,2.3,308,368,5,0,,,,,,,,,,,,,,,312,368,5,0,,,0,,,0,,,234.4,0.0,50.0,,,,,0,,,0,,,427.2,0.0,36.4,45.3,47.6,120.0,0,0,88,,,0.5,,
1775035605,1,53.6,4.8,98,0,0.0,0.0,417.1,0.2,82,,,,,,,230.0,1.6,49.99,2.2,292,368,5,0,,,,,,,,,,,,,,,285,368,5,0,,,0,,,0,,,234.2,0.0,49.99,,,,,0,,,0,,,427.2,0.0,36.4,45.3,47.6,120.0,0,0,89,,,0.5,,
1775035618,1,53.6,4.5,98,0,0.0,0.0,413.7,0.2,83,,,,,,,229.9,1.6,49.99,2.2,295,367,5,0,,,,,,,,,,,,,,,292,368,5,0,,,0,,,0,,,234.2,0.0,50.0,,,,,0,,,0,,,427.3,0.0,36.4,45.3,47.6,120.0,0,0,88,,,0.5,,
1775035631,1,53.6,4.5,98,0,0.0,0.0,419.2,0.2,83,,,,,,,229.8,1.6,50.01,2.2,293,367,5,0,,,,,,,,,,,,,,,306,368,5,0,,,0,,,0,,,234.4,0.0,50.02,,,,,0,,,0,,,427.1,0.0,36.4,45.3,47.6,120.0,0,0,88,,,0.5,,
1775035643,1,53.6,4.6,98,0,0.0,0.0,419.1,0.2,83,,,,,,,229.9,1.6,50.02,2.2,301,368,5,0,,,,,,,,,,,,,,,288,391,5,0,,,0,,,0,,,234.0,0.0,50.02,,,,,0,,,0,,,426.9,0.0,36.4,45.3,47.6,120.0,0,0,89,,,0.5,,
1775035659,1,53.6,4.6,98,0,0.0,0.0,419.0,0.2,83,,,,,,,230.0,1.6,50.01,2.2,298,368,6,0,,,,,,,,,,,,,,,302,390,6,0,,,0,,,0,,,233.8,0.0,49.98,,,,,0,,,0,,,427.1,0.0,36.4,45.3,47.6,120.0,0,0,88,,,0.5,,
1775035672,1,53.6,4.7,98,0,0.0,0.0,418.4,0.2,83,,,,,,,230.0,1.5,49.94,2.2,296,391,5,0,,,,,,,,,,,,,,,313,391,5,0,,,0,,,0,,,234.2,0.0,49.95,,,,,0,,,0,,,427.1,0.0,36.4,45.3,47.6,120.0,0,0,89,,,0.5,,
1775035685,1,53.6,4.7,98,0,0.0,0.0,418.0,0.2,83,,,,,,,229.9,1.5,49.95,2.2,278,345,5,0,,,,,,,,,,,,,,,292,368,5,0,,,0,,,0,,,233.9,0.0,49.96,,,,,0,,,0,,,427.0,0.0,36.4,45.3,47.6,120.0,0,0,88,,,0.5,,
1775035699,1,53.6,4.4,98,0,0.0,0.0,417.5,0.2,83,,,,,,,229.9,1.6,49.99,2.2,292,391,5,0,,,,,,,,,,,,,,,300,391,6,0,,,0,,,0,,,234.4,0.0,50.01,,,,,0,,,0,,,427.0,0.0,36.4,45.3,47.6,120.0,0,0,89,,,0.5,,
1775035712,1,53.6,4.7,98,0,0.0,0.0,418.2,0.2,83,,,,,,,230.0,1.6,50.03,2.2,288,367,5,0,,,,,,,,,,,,,,,298,368,6,0,,,0,,,0,,,234.2,0.0,50.02,,,,,0,,,0,,,426.8,0.0,36.4,45.3,47.6,120.0,0,0,89,,,0.5,,
1775035724,1,53.6,4.7,98,0,0.0,0.0,419.1,0.2,83,,,,,,,229.9,1.6,50.02,2.3,312,391,5,0,,,,,,,,,,,,,,,303,368,5,0,,,0,,,0,,,234.3,0.0,50.01,,,,,0,,,0,,,426.7,0.0,36.4,45.3,47.6,120.0,0,0,88,,,0.5,,
1775035737,1,53.6,4.9,98,0,0.0,0.0,414.2,0.2,82,,,,,,,230.0,1.6,50.01,2.2,298,368,5,0,,,,,,,,,,,,,,,303,368,5,0,,,0,,,0,,,234.4,0.0,50.01,,,,,0,,,0,,,426.8,0.0,36.4,45.3,47.6,120.0,0,0,89,,,0.5,,
