read_ts,inverter,battvolt,battcurr,battsoc,battchgpower,linechgcurr,pvchgcurr,battreserve,pv1volt,pv1curr,pv1power,pv2volt,pv2curr,pv2power,pv3volt,pv3curr,pv3power,pvreserve,outvolta,outcurra,outfreq,invcurra,outw_a,outva_a,loadpercenta,normalloadw_a,outvoltb,outcurrb,invcurrb,outw_b,outva_b,loadpercentb,normalloadw_b,outvoltc,outcurrc,invcurrc,outw_c,outva_c,loadpercentc,normalloadw_c,outsumw,outsumva,sumloadpercent,generatedpowerp_a,generatedpowerp_b,generatedpowerp_c,generatedpowers_a,generatedpowers_b,generatedpowers_c,generatedpowerq_a,generatedpowerq_b,generatedpowerq_c,linevolta,linecurra,linefreq,linevoltb,linecurrb,linevoltc,linecurrc,linepowerva_a,linepowerva_b,linepowerva_c,linepowerw_a,linepowerw_b,linepowerw_c,busvoltp,busvoltn,temper1,temper2,temper3,temper4,sir,fanduty,otherreserve,gridpowerw_a,gridpowerw_b,gridpowerw_c,gridcurr_a,gridcurr_b,gridcurr_c,grid_reserve
1752475716,2,56.1,0.5,99,0,0.0,0.0,"{0,0,0,0,0}",424.8,3.1,1317,0.0,,0,,0.0,,"{0,0,0,0}",,6.3,49.94,5.7,1375,1450,25,0,0.0,4.6,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1410,1472,26,0,0,0,0,0,0,0,0,0,233.5,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,460.2,0.0,40.4,46.8,52.6,120.0,0,,"{0,0,0,0,0}",57,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752476052,2,56.1,0.5,99,0,0.0,0.0,"{0,0,0,0,0}",,3.1,,0.0,,0,0.0,0.0,0,"{0,0,0,0}",,6.3,,5.7,,1449,26,0,0.0,4.9,,0,,0,,0.0,,0.0,0,,0,,1404,,25,0,0,0,0,0,0,0,0,0,233.8,,50.02,,0.0,0.0,0.0,0,0,0,0,,0,460.2,0.0,40.9,,52.7,120.0,0,0,"{0,0,0,0,0}",,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752476384,2,56.0,,99,0,0.0,0.0,"{0,0,0,0,0}",,3.1,1308,,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,49.97,5.7,1394,1472,26,0,0.0,5.0,0.0,0,0,0,0,0.0,0.0,,0,0,0,0,1426,1472,26,0,0,0,0,0,0,0,0,0,233.6,,49.96,0.0,0.0,0.0,0.0,0,0,0,0,0,0,460.4,0.0,40.9,47.4,52.8,,0,0,"{0,0,0,0,0}",,0,0,0.8,,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752476724,2,56.6,0.5,,0,0.0,0.0,"{0,0,0,0,0}",,3.1,,0.0,,0,,0.0,,"{0,0,0,0}",,6.3,50.01,5.8,1399,1449,25,0,0.0,4.9,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1401,1471,25,0,0,0,0,0,0,0,,0,234.2,,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,424.3,0.0,,47.9,53.2,120.0,0,0,"{0,0,0,0,0}",57,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752477053,2,55.8,0.5,100,0,,0.0,"{0,0,0,0,0}",425.5,3.1,1319,0.0,0.0,0,0.0,0.0,,"{0,0,0,0}",230.0,6.3,49.96,5.7,1413,1472,26,,0.0,,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1411,1475,25,0,,0,0,0,0,0,0,0,234.5,0.0,49.97,0.0,0.0,,0.0,0,0,0,0,0,0,,0.0,40.5,47.3,52.9,120.0,0,0,"{0,0,0,0,0}",,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752477380,2,55.8,0.5,,0,0.0,0.0,"{0,0,0,0,0}",,3.1,,0.0,,0,0.0,0.0,0,"{0,0,0,0}",,6.3,,5.7,,1472,26,0,0.0,4.3,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,,1418,1472,25,0,0,0,0,,0,0,0,0,233.5,0.0,50.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0,460.3,0.0,40.6,47.0,52.6,120.0,0,0,"{0,0,0,0,0}",58,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752477709,2,55.8,0.5,100,0,0.0,0.0,,429.1,3.1,1329,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,,5.7,,1448,,0,0.0,4.6,0.0,,0,,0,0.0,0.0,0.0,0,0,,0,1397,1471,26,0,0,0,0,0,0,0,0,0,233.6,0.0,49.97,0.0,0.0,0.0,0.0,0,0,0,0,0,0,460.2,0.0,40.7,47.1,52.7,120.0,0,0,"{0,0,0,0,0}",,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752478047,2,55.8,0.5,100,0,0.0,,"{0,0,0,0,0}",,3.1,,0.0,,0,0.0,0.0,0,"{0,0,0,0}",,6.3,49.98,5.7,1395,1471,25,0,0.0,4.6,0.0,0,0,0,,0.0,,0.0,0,0,0,0,1417,1472,,0,,0,0,0,,0,0,0,233.4,0.0,49.95,0.0,,0.0,0.0,0,0,0,0,0,0,460.3,0.0,40.9,47.1,,,0,0,"{0,0,0,0,0}",,0,0,,0.0,0.0,
1752478374,2,55.7,0.5,100,0,0.0,0.0,"{0,0,0,0,0}",,3.2,,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,49.97,5.7,1415,1471,26,0,,4.7,,0,,0,0,,0.0,0.0,0,0,0,0,1404,1469,26,0,0,0,0,0,0,0,0,0,233.8,0.0,49.96,0.0,,0.0,0.0,0,0,0,0,0,,460.4,,41.1,47.3,,120.0,0,0,"{0,0,0,0,0}",,,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752478708,2,55.7,0.5,100,0,,0.0,"{0,0,0,0,0}",421.2,3.1,1306,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,,5.7,1378,,25,0,,4.6,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1395,1448,25,0,0,0,0,0,0,,0,,233.7,,50.01,,0.0,0.0,0.0,0,0,0,0,0,0,460.1,0.0,41.1,47.4,52.8,120.0,0,0,"{0,0,0,0,0}",,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752479044,2,55.6,0.5,100,0,0.0,0.0,"{0,0,0,0,0}",,3.1,,0.0,,0,0.0,0.0,0,"{0,0,0,0}",,6.3,50.0,,1389,1472,,0,0.0,5.1,0.0,0,0,0,,0.0,0.0,0.0,0,0,0,0,,1472,25,0,0,0,0,0,0,0,0,0,233.2,0.0,50.01,0.0,0.0,0.0,,0,0,0,0,0,0,460.0,0.0,41.4,47.5,52.9,120.0,0,0,"{0,0,0,0,0}",,0,,0.8,,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752479374,2,55.6,0.5,100,,0.0,0.0,"{0,0,0,0,0}",412.1,3.2,1317,0.0,,0,0.0,0.0,0,"{0,0,0,0}",,6.2,,5.7,,1472,26,0,0.0,5.3,0.0,0,0,0,0,0.0,0.0,,0,0,0,0,1390,1452,25,0,0,0,0,0,0,0,0,0,233.6,,49.95,,0.0,,0.0,0,0,0,0,0,0,,0.0,41.1,47.6,53.0,120.0,0,0,"{0,0,0,0,0}",,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752479708,2,55.6,0.5,100,0,0.0,,"{0,0,0,0,0}",416.6,3.1,1290,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,,5.7,1397,1472,26,0,0.0,,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,1449,,0,,0,,0,0,0,0,0,233.7,0.0,49.99,0.0,0.0,0.0,,0,0,0,,0,0,,0.0,40.9,47.6,53.0,120.0,0,0,"{0,0,0,0,0}",,0,0,,0.0,0.0,
1752480037,2,55.5,0.6,100,0,0.0,0.0,"{0,0,0,0,0}",,3.2,,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,49.97,5.7,1396,1472,26,0,0.0,4.7,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,1448,25,,0,0,0,0,0,0,0,0,233.6,0.0,49.97,0.0,,0.0,0.0,0,,0,0,,0,,0.0,,47.4,52.9,120.0,0,0,"{0,0,0,0,0}",57,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752480360,2,55.2,3.5,,0,0.0,0.0,"{0,0,0,0,0}",,3.0,,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,6.3,49.96,5.9,1392,1472,26,0,0.0,4.9,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1401,1472,26,0,0,0,0,,0,0,0,0,233.3,0.0,49.96,0.0,0.0,0.0,0.0,0,,0,0,0,0,415.5,0.0,40.8,47.5,52.9,120.0,0,0,,55,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752480696,2,54.7,,99,0,0.0,0.0,"{0,0,0,0,0}",,2.5,,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,49.98,5.9,1400,,26,,0.0,5.1,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1394,1472,,0,0,0,,0,,0,,0,233.0,0.0,49.97,0.0,0.0,0.0,,0,,0,,0,0,409.6,0.0,39.1,47.8,53.1,120.0,0,0,"{0,0,0,0,0}",,0,,0.8,,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752481027,2,54.0,18.2,99,0,0.0,0.0,"{0,0,0,0,0}",400.3,1.0,400,0.0,,0,0.0,0.0,0,"{0,0,0,0}",,6.4,,5.9,,1471,,0,0.0,5.1,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1406,,25,0,0,0,0,0,0,0,,0,233.8,,49.95,0.0,,0.0,0.0,0,,0,0,0,0,401.1,0.0,38.0,,53.3,120.0,0,0,"{0,0,0,0,0}",,0,,0.8,,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752481372,2,53.5,,98,0,0.0,0.0,"{0,0,0,0,0}",,1.3,,0.0,,0,,0.0,0,"{0,0,0,0}",,6.4,,6.0,1414,1494,,0,,4.3,0.0,,0,0,,0.0,0.0,0.0,0,0,0,0,,1472,26,0,0,0,0,0,0,0,0,0,234.0,0.0,49.95,0.0,0.0,0.0,,0,0,0,0,0,,398.1,,37.8,48.0,53.5,120.0,0,0,,56,,0,,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752481706,2,53.3,17.9,,0,0.0,0.0,"{0,0,0,0,0}",,1.1,,0.0,0.0,0,,0.0,0,"{0,0,0,0}",,6.3,49.95,,1403,1472,,0,0.0,,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1422,1468,26,0,0,,0,0,0,0,0,0,234.1,0.0,49.95,0.0,0.0,0.0,0.0,0,0,0,0,,0,396.1,0.0,37.5,48.0,53.5,120.0,0,0,"{0,0,0,0,0}",,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752482032,2,53.2,17.6,96,,0.0,0.0,"{0,0,0,0,0}",395.0,1.2,474,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,49.95,6.0,1391,1449,25,0,0.0,4.7,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1379,1472,26,0,0,0,0,0,0,,0,0,234.4,0.0,49.95,0.0,0.0,0.0,0.0,0,0,0,0,0,0,395.9,0.0,,47.8,53.2,120.0,0,0,"{0,0,0,0,0}",,0,,0.8,,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752482368,2,53.2,19.5,95,0,0.0,0.0,"{0,0,0,0,0}",394.2,0.9,354,0.0,0.0,0,0.0,0.0,,"{0,0,0,0}",229.8,6.3,49.96,6.0,1408,1471,26,,0.0,4.6,0.0,0,0,0,0,0.0,0.0,0.0,0,,0,,1399,,25,,0,0,,0,0,0,0,0,234.4,0.0,,0.0,,0.0,,0,,0,,0,,395.2,0.0,,47.8,,120.0,0,,"{0,0,0,0,0}",55,0,0,0.8,,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752482699,2,53.1,20.6,95,0,,0.0,"{0,0,0,0,0}",393.9,0.8,315,0.0,0.0,,0.0,0.0,0,"{0,0,0,0}",,6.3,,6.0,1414,,26,0,0.0,,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1409,1472,26,0,0,0,0,0,0,,0,0,235.1,0.0,50.01,0.0,0.0,,0.0,,0,0,,0,0,394.9,0.0,37.9,48.1,53.5,120.0,0,0,"{0,0,0,0,0}",,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752483026,2,53.1,20.2,,0,0.0,,"{0,0,0,0,0}",,0.8,,0.0,,0,0.0,0.0,0,"{0,0,0,0}",,6.3,,6.0,,1474,26,0,0.0,4.7,0.0,,0,0,0,0.0,0.0,0.0,0,0,0,0,1373,1471,26,0,0,0,0,0,0,0,0,0,235.2,,50.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.7,0.0,37.2,48.0,53.4,,0,0,"{0,0,0,0,0}",56,0,0,0.8,,0.0,
1752483355,2,53.1,21.4,93,0,0.0,0.0,"{0,0,0,0,0}",393.6,0.7,275,0.0,0.0,0,0.0,0.0,,"{0,0,0,0}",,6.3,,5.9,,1471,,0,,4.8,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,,1380,1448,25,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.6,,36.5,,53.0,120.0,0,0,"{0,0,0,0,0}",,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752483686,2,53.1,22.5,92,0,0.0,0.0,"{0,0,0,0,0}",262.2,0.9,233,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,,5.9,1380,,26,0,0.0,4.6,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1393,,25,0,0,0,0,0,0,0,0,0,235.2,0.0,,0.0,0.0,0.0,0.0,0,0,0,,,0,,0.0,36.7,47.7,53.0,120.0,0,,"{0,0,0,0,0}",55,0,,0.8,,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752484015,2,53.1,21.4,91,0,0.0,0.0,"{0,0,0,0,0}",,0.7,275,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,,5.9,1394,1474,25,0,0.0,4.5,0.0,0,,0,,0.0,,0.0,0,0,0,0,1385,1448,,0,,0,0,0,0,0,0,0,235.1,0.0,49.97,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.6,0.0,36.7,47.5,53.0,120.0,,0,"{0,0,0,0,0}",55,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752484340,2,53.1,21.6,,0,,0.0,"{0,0,0,0,0}",386.7,0.6,231,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,49.97,5.9,1386,1472,26,0,0.0,4.4,0.0,0,0,0,0,0.0,0.0,,0,,0,,1388,1449,26,0,0,0,0,,0,0,0,0,235.5,0.0,49.96,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,0.0,36.4,47.5,53.0,120.0,0,0,"{0,0,0,0,0}",,0,,0.8,,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752484675,2,53.1,21.7,89,0,0.0,0.0,"{0,0,0,0,0}",,0.6,,0.0,,0,0.0,,0,"{0,0,0,0}",,6.3,,6.0,1398,1472,25,0,0.0,4.2,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1384,1472,26,0,0,0,0,,0,0,0,0,235.8,0.0,49.98,0.0,0.0,0.0,0.0,0,,0,0,0,,394.3,0.0,,47.3,,120.0,,0,,56,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752485004,2,53.1,22.2,88,0,,0.0,"{0,0,0,0,0}",393.1,0.5,196,0.0,0.0,0,0.0,0.0,,"{0,0,0,0}",,6.3,49.98,6.0,1380,,26,,0.0,,0.0,0,,0,0,0.0,0.0,0.0,0,0,0,0,1373,1449,26,,0,0,0,0,0,0,0,0,236.4,0.0,49.98,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.3,0.0,36.2,47.4,52.8,120.0,0,0,"{0,0,0,0,0}",,0,,0.8,,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752485329,2,53.1,22.1,87,0,0.0,0.0,"{0,0,0,0,0}",,0.5,,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,50.0,5.9,1371,1449,26,0,0.0,4.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1388,1449,25,0,0,,0,0,0,0,0,0,236.9,0.0,49.99,0.0,0.0,0.0,,0,0,0,0,0,0,394.1,0.0,35.9,47.2,52.8,120.0,0,0,"{0,0,0,0,0}",,0,,0.8,,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752485661,2,53.1,23.9,86,0,0.0,0.0,"{0,0,0,0,0}",246.7,0.9,222,0.0,0.0,0,0.0,0.0,,"{0,0,0,0}",,6.3,49.99,5.9,1392,,25,0,,4.4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,,1373,,26,,0,0,0,0,0,0,0,,236.5,,49.97,,0.0,0.0,0.0,0,0,0,0,0,0,393.7,0.0,35.7,47.3,52.6,120.0,0,0,"{0,0,0,0,0}",,0,,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752485991,2,53.4,6551.5,86,112,0.0,2.1,"{0,0,0,0,0}",,0.9,202,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,,50.01,,30,,0,0,0.0,3.2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,30,46,0,0,0,0,0,0,0,,0,0,,0.0,50.0,0.0,,0.0,0.0,,0,0,0,0,0,402.1,0.0,35.9,44.8,51.6,120.0,0,0,"{0,0,0,0,0}",,0,,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752486322,2,53.1,24.2,85,0,0.0,0.0,"{0,0,0,0,0}",,0.9,216,0.0,0.0,0,0.0,0.0,,"{0,0,0,0}",,6.3,,5.9,,1448,,0,,3.6,0.0,0,,0,0,0.0,0.0,0.0,0,0,0,0,1384,1449,26,0,0,0,0,0,0,0,0,0,236.6,0.0,49.98,0.0,0.0,,0.0,0,0,0,0,0,0,,0.0,,45.7,52.1,120.0,0,0,"{0,0,0,0,0}",56,0,0,,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752486651,2,53.1,24.3,84,0,0.0,0.0,"{0,0,0,0,0}",263.3,0.7,183,0.0,0.0,0,0.0,0.0,,"{0,0,0,0}",,6.3,49.99,5.9,1374,1426,25,0,0.0,3.8,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1396,1472,25,0,0,0,0,0,0,,0,0,236.7,0.0,50.01,0.0,0.0,0.0,0.0,0,0,0,,0,,393.6,0.0,35.9,46.7,,120.0,0,0,"{0,0,0,0,0}",,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752486981,2,53.0,24.8,83,,0.0,0.0,"{0,0,0,0,0}",,0.7,161,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",,6.3,49.98,5.9,1389,1449,26,0,0.0,4.2,0.0,0,0,0,0,,0.0,0.0,0,0,0,0,1384,,25,0,0,,0,,0,0,,0,237.0,0.0,49.98,0.0,0.0,0.0,0.0,0,0,0,0,,0,393.3,,35.8,46.9,52.6,120.0,0,0,"{0,0,0,0,0}",55,0,0,,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752487305,2,53.0,25.0,82,0,0.0,0.0,"{0,0,0,0,0}",204.4,0.6,120,0.0,0.0,0,0.0,0.0,0,,229.8,6.2,49.97,5.9,1395,1472,25,0,0.0,3.9,0.0,0,0,0,0,0.0,0.0,,0,0,0,0,1387,1472,25,0,0,0,0,0,,0,0,0,237.9,0.0,49.96,0.0,0.0,0.0,0.0,0,0,0,0,0,0,393.2,,35.7,47.0,52.6,120.0,0,0,"{0,0,0,0,0}",56,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1752487640,2,53.0,24.6,,0,0.0,0.0,"{0,0,0,0,0}",,0.5,,0.0,0.0,0,0.0,,0,,230.1,6.3,50.02,,1372,1452,,0,0.0,4.0,0.0,,0,0,0,0.0,0.0,0.0,0,0,0,0,1376,1425,25,0,,0,0,0,0,0,0,0,237.2,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,,393.3,0.0,35.7,47.0,52.7,120.0,0,0,"{0,0,0,0,0}",,0,,0.8,0.0,,"{0,0,0,0,0,0,0,0,0,0}"
1752487965,2,53.0,24.9,80,0,0.0,,"{0,0,0,0,0}",,0.5,,0.0,0.0,0,0.0,,0,"{0,0,0,0}",,6.3,49.96,5.9,1371,1472,25,0,0.0,4.4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,,0,1361,1449,25,0,0,0,,0,0,0,0,0,237.3,0.0,49.96,0.0,0.0,0.0,0.0,,0,0,0,0,0,393.0,0.0,35.5,47.2,52.6,120.0,0,0,"{0,0,0,0,0}",,0,,0.8,0.0,,"{0,0,0,0,0,0,0,0,0,0}"
