read_ts,inverter,battvolt,battcurr,battsoc,battchgpower,linechgcurr,pvchgcurr,battreserve,pv1volt,pv1curr,pv1power,pv2volt,pv2curr,pv2power,pv3volt,pv3curr,pv3power,pvreserve,outvolta,outcurra,outfreq,invcurra,outw_a,outva_a,loadpercenta,normalloadw_a,outvoltb,outcurrb,invcurrb,outw_b,outva_b,loadpercentb,normalloadw_b,outvoltc,outcurrc,invcurrc,outw_c,outva_c,loadpercentc,normalloadw_c,outsumw,outsumva,sumloadpercent,generatedpowerp_a,generatedpowerp_b,generatedpowerp_c,generatedpowers_a,generatedpowers_b,generatedpowers_c,generatedpowerq_a,generatedpowerq_b,generatedpowerq_c,linevolta,linecurra,linefreq,linevoltb,linecurrb,linevoltc,linecurrc,linepowerva_a,linepowerva_b,linepowerva_c,linepowerw_a,linepowerw_b,linepowerw_c,busvoltp,busvoltn,temper1,temper2,temper3,temper4,sir,fanduty,otherreserve,gridpowerw_a,gridpowerw_b,gridpowerw_c,gridcurr_a,gridcurr_b,gridcurr_c,grid_reserve
1754008181,1,51.7,6550.2,62,180,0.0,3.5,"{0,0,0,0,0}",402.3,1.2,482,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,1.2,50.02,1.9,244,299,5,0,0.0,11.3,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,254,299,5,0,0,0,0,0,0,0,0,0,236.6,0.0,50.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0,403.6,0.0,39.0,44.1,56.6,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754008181,2,53.1,20.9,80,0,0.0,0.0,"{0,0,0,0,0}",255.3,1.1,284,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,6.1,50.02,5.7,1347,1426,25,0,0.0,2.5,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1336,1402,25,0,0,0,0,0,0,0,0,0,237.0,0.0,50.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.2,0.0,32.0,43.3,50.1,120.0,0,0,"{0,0,0,0,0}",55,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754008503,1,52.1,6548.2,62,276,0.0,5.3,"{0,0,0,0,0}",404.0,1.5,606,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,1.2,49.99,1.9,248,299,5,0,0.0,14.1,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,239,299,5,0,0,0,0,0,0,0,0,0,235.6,0.0,50.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0,406.0,0.0,34.2,42.2,53.4,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754008503,2,53.1,21.3,79,0,0.0,0.0,"{0,0,0,0,0}",269.0,1.0,243,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,6.1,49.99,5.6,1336,1402,25,0,0.0,2.4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1313,1403,24,0,0,0,0,0,0,0,0,0,235.8,0.0,50.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.0,0.0,31.7,43.1,49.7,120.0,0,0,"{0,0,0,0,0}",55,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754008824,1,51.7,6549.1,62,232,0.0,4.5,"{0,0,0,0,0}",403.5,1.3,524,0.0,0.0,0,0.0,,0,"{0,0,0,0}",229.9,1.2,49.95,1.9,241,299,5,0,0.0,12.4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,249,298,5,0,0,0,0,0,0,0,0,0,236.4,0.0,49.95,0.0,0.0,0.0,0.0,0,0,0,0,0,0,404.7,0.0,35.2,43.2,54.8,120.0,0,0,"{0,0,0,0,0}",59,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754008824,2,53.1,20.7,78,0,0.0,0.0,"{0,0,0,0,0}",234.4,1.2,280,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,6.1,49.95,5.7,1329,1426,25,0,0.0,2.4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1330,1426,25,0,0,0,0,0,0,0,0,0,236.9,0.0,49.95,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.3,0.0,32.1,43.0,49.5,120.0,0,0,"{0,0,0,0,0}",55,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754009145,1,52.6,6535.0,63,978,0.0,18.6,"{0,0,0,0,0}",404.3,3.4,1360,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,1.2,50.01,1.9,241,299,5,0,0.0,13.7,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,249,298,5,0,0,0,0,0,0,0,0,0,236.6,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,407.2,0.0,33.8,41.5,52.4,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754009145,2,53.4,6549.5,77,218,0.0,4.1,"{0,0,0,0,0}",264.9,1.1,292,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,0.2,50.01,1.2,30,46,0,0,0.0,1.2,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,30,46,0,0,0,0,0,0,0,0,0,0,236.9,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,402.6,0.0,32.4,42.3,49.1,120.0,0,0,"{0,0,0,0,0}",55,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754009467,1,52.5,6535.8,63,939,0.0,18.0,"{0,0,0,0,0}",394.5,3.3,1298,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.1,1.2,49.97,1.9,250,299,5,0,0.0,13.4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,246,299,5,0,0,0,0,0,0,0,0,0,237.0,0.0,49.99,0.0,0.0,0.0,0.0,0,0,0,0,0,0,408.0,0.0,34.3,41.3,51.7,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754009467,2,53.4,6549.5,77,218,0.0,4.1,"{0,0,0,0,0}",273.4,1.0,281,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,0.2,49.97,1.2,29,46,0,0,0.0,3.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,30,46,0,0,0,0,0,0,0,0,0,0,237.0,0.0,49.99,0.0,0.0,0.0,0.0,0,0,0,0,0,0,402.8,0.0,36.9,42.2,51.2,120.0,0,0,"{0,0,0,0,0}",55,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754009788,1,52.1,6549.4,63,218,0.0,4.3,"{0,0,0,0,0}",399.1,1.3,525,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,1.2,50.03,1.9,248,299,5,0,0.0,12.3,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,245,299,5,0,0,0,0,0,0,0,0,0,236.3,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,405.6,0.0,35.7,42.5,53.7,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
